"","ParksID","InspectionID","NextToAnotherGarden","TotalFenceLength","TotalSidewalkArea","TotalSidewalkLength","OnSiteService","HydrantW_in15ft","HydrantOnGardenSide","RainHarvesting","RainGallons","SolarPanels","CompostSystem","CompostTumblers","NonFoodPlants","Food","OpenLawnOrCommunalArea","PavedArea","TreesInGarden","FruitTrees","StreetTrees","EmptyTreePits","Murals","BlankShed","ParksSign","Chickens","Pond","FishInPond","Turtles","Aquaponics","FarmersMarket","CSApickup","Composting","Greenhouse","StructureForSeasonExtension","assemblydist","borough","communityboard","congressionaldist","coundist","gardenname","juris","multipolygon","openhrsf","openhrsm","openhrssa","openhrssu","openhrsth","openhrstu","openhrsw","policeprecinct","statesenatedist","status","zipcode"
"272","Q484-GT001",157,"true",478,1512,189,"false","false","true","true",250,"false","true","false","true","true","false","true","true","true","false","false","false","false","true","true","false","","false","false","true","false","true","true","false",31,"Q",414,5,31,"Edgemere Farm","DPR","MULTIPOLYGON (((-73.77692794917402 40.59514223091658, -73.77692472707476 40.595114805457776, -73.77688413576496 40.59476929672695, -73.77687727449991 40.5947081188021, -73.77652341262261 40.59473248020458, -73.77652527442359 40.59474731007976, -73.77653184752185 40.594808367695734, -73.77653178489527 40.59480837207656, -73.77653377121183 40.59482623876614, -73.77653803168167 40.59486456801977, -73.77654075770192 40.59488909103208, -73.77655050465754 40.59497676985315, -73.77656954792953 40.59514807514951, -73.77657367420883 40.59518062276509, -73.77658014852142 40.5952316861502, -73.77693346953943 40.59521087789377, -73.77692907320953 40.595156208355604, -73.77692797203098 40.595142461495506, -73.77692794917402 40.59514223091658)))","9:00 a.m. to 2:00 p.m.","","9:00 a.m. to 2:00 p.m.","","9:00 a.m. to 2:00 p.m.","","9:00 a.m. to 2:00 p.m.",101,10,"Active",11691
"273","Q484-GT002",191,"true",505,2100,426,"false","true","true","true",305,"false","true","false","true","true","false","false","true","true","true","false","false","false","true","true","false","","false","false","true","true","true","true","false",31,"Q",414,5,31,"Far Rock Urban Agro-Education Center","DPR","MULTIPOLYGON (((-73.77658014852142 40.5952316861502, -73.77661438369896 40.59550170056493, -73.77661475244798 40.59550306467749, -73.77661538956184 40.595504370777604, -73.77661627860691 40.595505587314804, -73.77661649988043 40.59550583358844, -73.77661870059728 40.595508710542994, -73.7766202690432 40.59551024628645, -73.77662200916622 40.5955116688973, -73.77662390918579 40.595512968446926, -73.77662595378041 40.595514134099275, -73.77662812525976 40.59551515681464, -73.7766304071119 40.595516028456224, -73.77663278282179 40.59551674178768, -73.77663523114609 40.595517290464045, -73.77664537036587 40.59551778474847, -73.7767763883566 40.595508063303186, -73.7769037998771 40.59549860936735, -73.77704652448195 40.59548908954536, -73.77715822176198 40.5954816400263, -73.77725599940288 40.595475117975894, -73.7773141155749 40.59547124128109, -73.77729999460028 40.595336663687114, -73.77729860057994 40.595326394093306, -73.77729603958957 40.5953057869057, -73.77729231318813 40.59527579218159, -73.77728842225322 40.59524447876897, -73.77728657575565 40.59522961021427, -73.77728080493084 40.595183170631415, -73.7772784383981 40.5951641235303, -73.77727318762545 40.59512186159245, -73.77727276885244 40.59511849101395, -73.77727203742279 40.595118540926265, -73.77692794681136 40.59514223091198, -73.77693346953943 40.59521087789377, -73.77658014852142 40.5952316861502)))","9:00a - 12:30p & 1:30p - 3:00p","9:00a - 12:30p & 1:30p - 3:00p","9:00a - 12:30p & 1:30p - 3:00p","","9:00a - 12:30p & 1:30p - 3:00p","9:00a - 12:30p & 1:30p - 3:00p","9:00a - 12:30p & 1:30p - 3:00p",101,10,"Active",11691
"274","Q486-GT001",59,"false",0,200,25,"false","false","false","false",NA,"false","false","false","false","false","true","false","true","true","false","false","false","false","false","false","false","","false","false","false","false","false","false","false",32,"Q",412,5,28,"South Jamaica Infinity Garden","DPR","MULTIPOLYGON (((-73.79222562421799 40.68343954025688, -73.79215156481156 40.68333818935249, -73.79211741515552 40.68329145479237, -73.79204940220835 40.68319837968391, -73.79198379030511 40.683226046528766, -73.79191978450348 40.68325303635063, -73.79209613575698 40.683494374756314, -73.79222562421799 40.68343954025688)))","","","10:00 a.m. - 3:00 p.m.","","12:00 p.m. - 5:00 p.m.","","",113,10,"Active",11434
"275","Q487-GT001",64,"false",0,12,100,"false","false","false","false",NA,"false","false","false","true","true","true","false","true","false","false","false","false","false","true","false","false","","false","false","false","false","false","false","false",32,"Q",412,5,28,"Paradise Community Garden NY","DPR","MULTIPOLYGON (((-73.8039293354717 40.690607584593295, -73.8039362510526 40.690601735821296, -73.80388471561353 40.69056649909072, -73.8038725172862 40.690558412385634, -73.80380050931831 40.690510673989095, -73.80379591948515 40.6905145563905, -73.8035519852166 40.69072085085534, -73.80368540246127 40.69081387844001, -73.8039293354717 40.690607584593295)))","4:00p - 6:00p","4:00p - 6:00p","10:00a - 3:00p","11:00a - 4:00p","4:00p - 6:00p","4:00p - 6:00p","4:00p - 6:00p",103,10,"Active",11435
"276","Q488-GT001",230,"false",0,384,12,"false","false","false","true",400,"false","false","false","true","true","true","false","true","true","false","true","false","true","true","false","false","","false","false","false","false","false","false","false",32,"Q",412,5,24,"George Eagle Carr Community Garden","DPR","MULTIPOLYGON (((-73.80726821460358 40.703721726639294, -73.80729222695145 40.70371520119719, -73.80729131436212 40.70371325005688, -73.80723749173734 40.70359815441011, -73.80723405927975 40.70359111204657, -73.80721055618399 40.703597498749865, -73.80712142508746 40.70362172003383, -73.80703732447668 40.70364457369705, -73.80694262980468 40.70367030648347, -73.80684379147954 40.70369716598552, -73.8069034861611 40.70382084005601, -73.80726821460358 40.703721726639294)))","","","","","","","",103,14,"Active",11435
"277","Q489-GT001",231,"false",0,100,5,"false","false","true","false",NA,"false","false","false","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","false","false","false","false","false","false",32,"Q",412,5,28,"George Washington Carver Botanical Garden","DPR","MULTIPOLYGON (((-73.79476091624466 40.69243988683912, -73.794774711276 40.692434040079604, -73.79477464648107 40.69243395081301, -73.79473242271378 40.69237650817373, -73.79473060907574 40.6923741924152, -73.79471713745751 40.692379901967485, -73.79439428703527 40.69251673437341, -73.79443805495747 40.69257672475087, -73.79476091624466 40.69243988683912)))","","3:30 p.m. - 6:00 p.m.","11:00 a.m. - 1:00 p.m.","11:00 a.m. - 3:00 p.m.","3:30 p.m. - 5:00 p.m.","11:00 a.m. - 2:00 p.m.","11:00 a.m. - 1:00 p.m.",103,14,"Active",11433
"278","Q490-GT001",428,"false",0,1200,100,"false","false","false","true",300,"false","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","","false","false","false","true","false","false","false",29,"Q",412,5,27,"Phoenix Gate Community Garden","DPR","MULTIPOLYGON (((-73.77361044340488 40.683552004807346, -73.77408745855917 40.68358719437696, -73.77399208903871 40.68342506263369, -73.77361044340488 40.683552004807346)))","","","10:00a - 6:00p","10:00a - 6:00p","","","",113,10,"Active",11434
"279","Q493-GT001",139,"false",0,800,100,"false","true","true","true",50,"false","true","false","false","true","true","false","true","true","true","false","false","true","true","false","false","","false","false","false","false","true","false","false",32,"Q",412,5,28,"Discovery Community Garden 1","DPR","MULTIPOLYGON (((-73.79112518866239 40.69463757663779, -73.79120466551066 40.694748513046875, -73.79153188866476 40.6946165134725, -73.79144806795317 40.69449884346816, -73.79112518866239 40.69463757663779)))","","","10:00a - 2:00p","","2:00p - 8:00p","6:00p - 8:00p","",103,14,"Active",11433
"280","Q493-GT002",138,"false",0,800,100,"false","false","false","false",NA,"false","false","false","true","true","false","false","true","true","true","false","false","true","true","false","false","","false","false","false","false","false","true","false",32,"Q",412,5,28,"Discovery Community Garden 2","DPR","MULTIPOLYGON (((-73.79062942451517 40.694867169883814, -73.7906631299922 40.694913360990434, -73.79075545127621 40.69503987746948, -73.79077096522735 40.69506113712208, -73.79112090941709 40.6949132210905, -73.79097936800086 40.69471925427898, -73.79062942451517 40.694867169883814)))","","","10:00a - 2:00p","","2:00p - 8:00p","6:00p - 8:00p","",103,14,"Active",11433
"281","Q495-GT001",26,"false",250,300,25,"false","true","true","false",NA,"false","false","false","true","true","false","true","true","false","true","false","false","true","true","false","false","","false","false","false","false","false","false","false",35,"Q",403,14,21,"97th Street Community Garden","DPR","MULTIPOLYGON (((-73.87161937918967 40.75616277962383, -73.87160893064787 40.756103291349525, -73.87160743366034 40.75609476278838, -73.87124997705347 40.75613289378088, -73.87124577577578 40.75613334203977, -73.87125868641114 40.75620118709417, -73.87125869930695 40.75620125464656, -73.87126192104036 40.75620091065171, -73.87161937918967 40.75616277962383)))","3:00 a.m. to 5:00 a.m.","3:00 a.m. to 5:00 a.m.","8:00 a.m. to 1:00 p.m.","8:00 a.m. to 1:00 p.m.","3:00 a.m. to 5:00 a.m.","3:00 a.m. to 5:00 a.m.","3:00 a.m. to 5:00 a.m.",115,13,"Active",11368
"282","Q505-GT001",127,"false",0,0,0,"false","true","true","true",300,"false","false","false","true","true","true","false","true","true","true","false","false","false","true","false","false","false","false","false","false","false","false","false","false",23,"Q",414,5,31,"Community Serenity Garden","DPR","MULTIPOLYGON (((-73.76342892065779 40.59546533401364, -73.76349644604088 40.59574297277486, -73.76374534772488 40.595715805293786, -73.76369487859691 40.59543964709907, -73.76342892065779 40.59546533401364)))","9:00 a.m. to 6:00 p.m.","","8:00 a.m. to 2:00 p.m.","","9:00 a.m. to 4:00 p.m.","9:00 a.m. to 2:30 p.m.","",101,10,"Active",11691
"283","Q507-GT001",561,"false",75,350,25,"false","false","false","true",300,"false","false","false","true","true","true","true","false","false","false","false","true","false","true","false","false","","false","false","false","false","false","false","false",36,"Q",401,7,26,"Windmill Community Garden","DPR","MULTIPOLYGON (((-73.93532823160218 40.75319903393637, -73.93539119373935 40.7531414026778, -73.93505323439284 40.752974791044444, -73.93500227272472 40.75302965083132, -73.93532823160218 40.75319903393637)))","9:00a - 5:00p","9:00a - 5:00p","9:00a - 5:00p","9:00a - 5:00p","9:00a - 5:00p","9:00a - 5:00p","9:00a - 5:00p",114,59,"Active",11101
"284","Q511-GT001",156,"false",100,312,78,"false","false","false","false",NA,"false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","","false","false","false","false","false","false","false",31,"Q",414,5,31,"The Garden By The Bay","DPR","MULTIPOLYGON (((-73.77459387440784 40.59803605653742, -73.77461904841248 40.59825327662067, -73.77496056910543 40.59822838358717, -73.77493539399907 40.59801116357821, -73.77459387440784 40.59803605653742)))","","10:00a - 4:00p","10:00a - 4:00p","CLOSED","10:00a - 4:00p","","10:00a - 4:00p",101,10,"Active",11691
"285","Q518-GT001",50,"true",0,310,62,"false","false","true","false",NA,"false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","","false","false","false","false","false","false","false",31,"Q",414,5,31,"Bay 84th Street Community Garden","DPR","MULTIPOLYGON (((-73.81003002317298 40.59108539669192, -73.81004988405704 40.59101401697863, -73.8096967183369 40.59095537757289, -73.80966851051147 40.591025371900905, -73.80961620775889 40.591155479583094, -73.80999311076802 40.59121805956184, -73.81003002317298 40.59108539669192)))","11:00 a.m. to 3:00 p.m.","11:00 a.m. to 3:00 p.m.","11:00 a.m. to 4:00 p.m.","","11:00 a.m. to 3:00 p.m.","11:00 a.m. to 3:00 p.m.","11:00 a.m. to 3:00 p.m.",100,10,"Active",11693
"286","Q519-GT001",591,"false",NA,NA,NA,"false","false","false","false",NA,"false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",31,"Q",413,5,31,"Garden of Resilience","DPR","MULTIPOLYGON (((-73.76560943185528 40.66367473258566, -73.76561309224503 40.663666229235766, -73.76570132282914 40.663461269770956, -73.76567810533234 40.663455559113366, -73.76567207468989 40.66345407628074, -73.7656394650473 40.66344605466102, -73.7656356167326 40.66344510847949, -73.76561380174817 40.66343974286366, -73.76560676834194 40.66345608106341, -73.76560219107765 40.6634667149748, -73.76559761381499 40.66347734798551, -73.76551614211616 40.66366660528521, -73.76551035701719 40.66368004274896, -73.76549689591604 40.66370993236155, -73.76558483674923 40.66373156737365, -73.7655874486922 40.66372561576093, -73.76559160205078 40.663716151661696, -73.76560943185528 40.66367473258566)))","","9:00a - 11:30a","10:00a - 3:00p","10:00a - 3:00p","9:00a - 11:30a","","9:00a - 11:30a",105,10,"Active",11434
"287","Q519-GT001",632,"",NA,NA,NA,"","","","false",NA,"false","","","","false","","false","false","false","","","","","","false","","","","false","false","false","","","false",31,"Q",413,5,31,"Garden of Resilience","DPR","MULTIPOLYGON (((-73.76560943185528 40.66367473258566, -73.76561309224503 40.663666229235766, -73.76570132282914 40.663461269770956, -73.76567810533234 40.663455559113366, -73.76567207468989 40.66345407628074, -73.7656394650473 40.66344605466102, -73.7656356167326 40.66344510847949, -73.76561380174817 40.66343974286366, -73.76560676834194 40.66345608106341, -73.76560219107765 40.6634667149748, -73.76559761381499 40.66347734798551, -73.76551614211616 40.66366660528521, -73.76551035701719 40.66368004274896, -73.76549689591604 40.66370993236155, -73.76558483674923 40.66373156737365, -73.7655874486922 40.66372561576093, -73.76559160205078 40.663716151661696, -73.76560943185528 40.66367473258566)))","","9:00a - 11:30a","10:00a - 3:00p","10:00a - 3:00p","9:00a - 11:30a","","9:00a - 11:30a",105,10,"Active",11434
"288","R109-GT001",553,"false",260,NA,NA,"false","false","false","true",500,"false","true","false","true","true","true","false","true","false","false","false","false","true","true","false","false","","false","false","false","false","true","false","false",61,"R",501,11,49,"West Brighton Community Garden","DPR","MULTIPOLYGON (((-74.11976892932115 40.637261872623064, -74.11967737176964 40.63675108243502, -74.11946140600521 40.636774029819904, -74.11955760664375 40.63728164101774, -74.11976892932115 40.637261872623064)))","5:00 p.m.-7:30 p.m.","5:00 p.m.-7:30 p.m.","10 :00 a.m. - 4:00 p.m.","2:00 p.m. - 4:00 p.m.","5:00 p.m.-7:30 p.m.","5:00 p.m.-7:30 p.m.","5:00 p.m.-7:30 p.m.",120,23,"Active",10310
"289","R123-GT001",269,"false",NA,NA,NA,"false","true","true","true",50,"false","true","true","true","true","false","false","false","false","false","false","false","false","true","false","false","","false","false","false","false","true","false","false",61,"R",501,11,49,"Skyline Community Garden","DPR","MULTIPOLYGON (((-74.09007602629215 40.63975147012641, -74.09006662486854 40.639718342892735, -74.08981471993606 40.639759827815475, -74.08982412123925 40.63979295416908, -74.09007602629215 40.63975147012641)))","","","","","","","",120,23,"Active",10301
"290","R146-GT001",311,"false",565,2000,250,"false","true","true","true",1000,"false","true","true","true","true","true","false","true","true","false","false","true","false","true","false","false","","false","false","false","false","true","false","false",61,"R",501,11,49,"Joe Holzka Community Garden","DPR","MULTIPOLYGON (((-74.12175673335587 40.63480657007974, -74.12174823139249 40.63475247854759, -74.12167044660717 40.63425755948241, -74.12150257718015 40.63427104487664, -74.12134644725927 40.63428486433727, -74.12132360421825 40.63428688579545, -74.12132148868507 40.63428707353473, -74.12132748042896 40.634352695305296, -74.12135630318159 40.634609851580215, -74.12135800504987 40.634620738870915, -74.12136992056507 40.63469698142006, -74.12137000427707 40.63469751353898, -74.12138181500183 40.63469663297049, -74.12156737440819 40.634682795860506, -74.12158675820055 40.634819245555384, -74.12175673335587 40.63480657007974)))","1:00 to 4 p.m.","1 p.m. to 5:00 p.m.","11 a.m. to 5:00 p.m.","closed","4:00 to 6 p.m.","4:00 to 6 p.m.","4:00 to 6:00 p.m.",120,23,"Active",10310
"291","X001A-GT001",179,"false",0,1330,133,"false","false","false","false",NA,"false","false","false","true","true","true","false","false","false","false","false","false","false","true","false","false","","false","false","false","false","false","false","false",86,"X",205,13,14,"Eternal Life Community Garden","DPR","MULTIPOLYGON (((-73.91466016899741 40.850880483890045, -73.91478011849614 40.85093298839809, -73.91493250637005 40.85076930048017, -73.91486979183732 40.8507382808949, -73.91466016899741 40.850880483890045)))","","","","10:00a - 5:00p","","","4:00p - 6:00p",46,31,"Active",10453
"292","X010-GT001",534,"false",0,NA,NA,"false","false","false","true",330,"false","false","false","true","true","true","true","true","true","false","false","true","false","false","false","false","","false","false","false","false","false","false","false",79,"X",203,15,17,"Damiana Pizarro Community Garden","DPR","MULTIPOLYGON (((-73.90059726108392 40.83536236102314, -73.89982385956296 40.835173006733925, -73.8997822635973 40.83523887058948, -73.89981516563351 40.83527363305023, -73.89984315323534 40.83531079645468, -73.89986592585242 40.83534995982527, -73.89988323868496 40.83539070332215, -73.89997149813959 40.83550010714105, -73.90000378353167 40.83553667720442, -73.9000421850754 40.83556966228783, -73.90008601836007 40.83559847647099, -73.90013450756447 40.83562260849553, -73.90018679137205 40.835641630775896, -73.90024193956323 40.83565520391647, -73.90029897434144 40.83566308753638, -73.9003568833736 40.83566514208217, -73.90041463757267 40.83566133064419, -73.90047121243805 40.8356517207761, -73.90050994756682 40.83561405859698, -73.90054226272837 40.83557305273559, -73.90056766495805 40.83552932951631, -73.90059726108392 40.83536236102314)))","2:30 p.m. to 5:30 p.m.","10:00 a.m. to 1:00 p.m.","9:00 a.m. to 11:30 a.m.","10:30 a.m. to 1:00 p.m.","10:00 a.m. to 1:00 p.m.","10:00 a.m. to 1:00 p.m.","10:00 a.m. to 1:00 p.m.",42,32,"Active",10456
"293","X088A-GT001",545,"false",285,NA,NA,"false","false","false","false",NA,"false","false","false","true","true","true","true","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",85,"X",209,14,18,"Waterfront Community Garden","DPR","MULTIPOLYGON (((-73.85028755247001 40.80972745471467, -73.85016030382184 40.80983879369859, -73.85004807419357 40.8099644483991, -73.85021743913042 40.80994965814211, -73.85078580214731 40.809878203045194, -73.85078989897929 40.809847149234834, -73.85067876388732 40.809786573755964, -73.85058286859996 40.809760002756256, -73.85048039342443 40.80973127905487, -73.85040608926977 40.80972546449571, -73.85033931253734 40.8097189446643, -73.85028755247001 40.80972745471467)))","9:00 a.m. - 4:00 p.m.","9:00 a.m. - 4:00 p.m.","9:00 a.m. - 4:00 p.m.","9:00 a.m. - 4:00 p.m.","9:00 a.m. - 4:00 p.m.","9:00 a.m. - 4:00 p.m.","9:00 a.m. - 4:00 p.m.",43,29,"Active",10473
"294","X118A-GT001",256,"false",735,NA,NA,"false","true","true","false",NA,"false","false","false","true","true","true","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",85,"X",209,14,18,"Harding Park Community Garden","DPR","MULTIPOLYGON (((-73.85832734416226 40.80738712746935, -73.8583262616291 40.807373448455444, -73.85827575981071 40.80736287215291, -73.85827324732574 40.807317797273825, -73.85798873549012 40.80728548483193, -73.8579726199058 40.80734336168083, -73.85784750760818 40.80734320747813, -73.85783260615922 40.807273141063376, -73.85777893417408 40.807279255890506, -73.85771499507223 40.80728443230803, -73.85781244790607 40.807462530825546, -73.8578827035372 40.80760128353554, -73.8579285660028 40.80770998529739, -73.85796976295947 40.807800812685095, -73.85798841831839 40.80787517187735, -73.85800889505904 40.807977409162234, -73.85803872764217 40.80810396063471, -73.8580761084948 40.80822051504261, -73.85812094842352 40.808367813552195, -73.85832760395338 40.80832185407496, -73.85831259501023 40.80829804624345, -73.85828112866594 40.80821269697846, -73.85827523153382 40.808150853351904, -73.85827849034983 40.80803634628059, -73.85827240466645 40.80799682759633, -73.8582562229203 40.80797450593896, -73.85822909543604 40.80782913561259, -73.85823401109545 40.80772966891115, -73.85827328301157 40.80769397818346, -73.85830039503921 40.80765791409815, -73.85833968135712 40.80760929489752, -73.85834276212513 40.80757838094185, -73.85835649116555 40.80754640937569, -73.85837986873224 40.80749197049769, -73.85836566818725 40.80743698747757, -73.85835224939508 40.80741952922056, -73.85832734416226 40.80738712746935)))","10:00 a.m. - 6:00 p.m.","10:00 a.m. - 6:00 p.m.","10:00 a.m. - 6:00 p.m.","","10:00 a.m. - 6:00 p.m.","10:00 a.m. - 6:00 p.m.","10:00 a.m. - 6:00 p.m.",43,29,"Active",10473
"295","X164-GT001",562,"false",0,1450,145,"false","false","false","true",500,"true","false","true","true","true","true","false","true","false","true","false","false","false","true","false","false","","false","false","false","false","true","false","false",85,"X",202,14,17,"Wishing Well Garden","DPR","MULTIPOLYGON (((-73.89844389252407 40.81929732637034, -73.89843937884129 40.81969804082805, -73.8988187223495 40.819700607558254, -73.89882898171338 40.819669291875215, -73.89883474703076 40.81959067274764, -73.89883488611505 40.81949918238258, -73.89882267191601 40.81934977742259, -73.89882323374688 40.81929989398635, -73.89844389252407 40.81929732637034)))","9:00 a.m. - 5:00 p.m.","9:00 a.m. - 5:00 p.m.","9:00 a.m. - 5:00 p.m.","","9:00 a.m. - 5:00 p.m.","9:00 a.m. - 5:00 p.m.","9:00 a.m. - 5:00 p.m.",41,32,"Active",10459
"296","X179A-GT001",135,"false",190,1995,133,"false","true","true","false",NA,"false","true","false","false","false","true","false","true","false","false","false","false","false","false","false","false","","false","false","false","false","true","false","false",84,"X",202,14,17,"Demera Santiago Garden","DPR","MULTIPOLYGON (((-73.90245570605337 40.81525124863585, -73.90240086792006 40.815131227143155, -73.90239823914354 40.81512547434063, -73.90202168371324 40.815231285803485, -73.90208224066365 40.81535338527718, -73.9020825620048 40.81535329459983, -73.90245570605337 40.81525124863585)))","1:00 p.m. to 4:00 p.m.","1:00 p.m. to 4:00 p.m.","1:00 p.m. to 3:30 p.m.","1:00 p.m. to 3:30 p.m.","1:00 p.m. to 4:00 p.m.","1:00 p.m. to 4:00 p.m.","1:00 p.m. to 4:00 p.m.",41,29,"Active",10455
"297","X233A-GT001",164,"false",725,3050,375,"true","false","false","true",110,"false","false","false","true","true","true","true","true","true","true","false","false","true","true","false","false","","false","false","false","false","false","true","false",84,"X",201,15,8,"El Flamboyan","DPR","MULTIPOLYGON (((-73.90594161377578 40.813501213927594, -73.9052225449525 40.81336025817922, -73.90519948474584 40.81343037448799, -73.90552748082678 40.81349694375976, -73.90554542012147 40.81350058476215, -73.90554435029424 40.813503614961064, -73.90553490153901 40.81353037721636, -73.90550691104512 40.81360965571111, -73.90546947286322 40.813715695547685, -73.9054639047253 40.813731467702, -73.9054320345607 40.81382173627076, -73.90542955186118 40.81382814127543, -73.90577879332304 40.81389966828126, -73.90579125490498 40.81390222056924, -73.90591500685493 40.81357217575269, -73.90594161377578 40.813501213927594)))","12:00 p.m. - 3:00 p.m.","12:00 p.m. - 3:00 p.m.","12:00 p.m. - 3:00 p.m.","12:00 p.m. - 3:00 p.m.","12:00 p.m. - 3:00 p.m.","12:00 p.m. - 3:00 p.m.","12:00 p.m. - 3:00 p.m.",40,29,"Active",10455
"298","X235-GT001",252,"false",0,3125,215,"false","false","false","false",NA,"false","true","false","true","true","true","true","true","true","true","true","true","true","true","false","false","","false","false","false","false","true","false","false",79,"X",201,15,17,"Grove Hill Community Garden","DPR","MULTIPOLYGON (((-73.90923290068491 40.819993138399546, -73.90908548225796 40.81995748325627, -73.90888441267938 40.81990885170654, -73.90877454310348 40.82017656535985, -73.90878240295726 40.82017846262097, -73.90897564790417 40.82022511067855, -73.90912409313984 40.82026094416731, -73.90913928556158 40.8202264247928, -73.90917289622871 40.82015005493297, -73.90918309344252 40.82012688507985, -73.90920368617023 40.820071588285934, -73.9092127339227 40.8200472910034, -73.90923290068491 40.819993138399546)))","","","12:00 p.m. - 5:00 p.m.","12:00 p.m. - 5:00 p.m.","","","",40,32,"Active",10456
"299","X241-GT001",396,"false",207,1400,100,"false","false","false","false",NA,"false","false","false","true","true","true","true","true","false","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",85,"X",202,14,17,"New Hoe Avenue Garden","DPR","MULTIPOLYGON (((-73.89011632431371 40.82267723674589, -73.89012639867734 40.82278800472027, -73.89028974002335 40.82277997472916, -73.89027966538752 40.8226692076694, -73.89011632431371 40.82267723674589)))","12:00 p.m. - 4:00 p.m.","","12:00 p.m. - 4:00 p.m.","","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.","12:00 p.m. - 4:00 p.m.",41,32,"Active",10459
"300","X245-GT001",459,"false",517,3725,285,"false","true","true","true",300,"false","true","false","true","true","true","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","true","false","false",87,"X",206,15,15,"Bronx River Community Garden","DPR","MULTIPOLYGON (((-73.8768466043767 40.841868311322465, -73.87640345765676 40.841723884378986, -73.87639822137186 40.841732214639634, -73.87630632496031 40.84188168995763, -73.87623969625949 40.841987869555275, -73.87624082560394 40.84198822916355, -73.87622921880913 40.84200710816937, -73.87668462001568 40.842151178772575, -73.8768466043767 40.841868311322465)))","","","","11 a.m. to 4:00 p.m.","","","",48,32,"Active",10460
"301","X246-GT001",212,"false",620,900,100,"false","true","true","true",1000,"true","true","false","true","true","true","false","true","true","true","false","true","true","true","true","false","","false","false","false","false","true","false","false",84,"X",201,15,8,"Friends of Brook Park Community Garden","DPR","MULTIPOLYGON (((-73.91895739682883 40.80955146428559, -73.91890899233415 40.80953103036365, -73.91908595676558 40.80929087116549, -73.91884898357834 40.80919108518768, -73.91867216219491 40.80943105322166, -73.91867106174644 40.809430588688784, -73.91854932072913 40.80937919595826, -73.91851269564177 40.80936373463726, -73.91836016375039 40.80929934195844, -73.91835161487533 40.809295733011005, -73.91835034499942 40.809298129237895, -73.9182432937853 40.80950012156661, -73.91822236385796 40.80953961427912, -73.91822062018257 40.80954757344618, -73.91823161841313 40.80956308872636, -73.91834944588983 40.80961175771368, -73.91842160847908 40.80964156395958, -73.91852656589893 40.80968491612137, -73.91870625599094 40.80976078206495, -73.91875485722392 40.80978130175717, -73.91901530414944 40.80989126202792, -73.9190201490093 40.80989330776082, -73.91919738704583 40.80965277399024, -73.91916721513545 40.80964003690515, -73.91916696756273 40.809639932273804, -73.91910614758348 40.80961425783504, -73.91910598293094 40.80961418748067, -73.91907581342367 40.809601452174256, -73.91904493793248 40.809588418299285, -73.91904464179251 40.80958829382257, -73.9189781822357 40.80956023804066, -73.91897643738366 40.80955950200789, -73.91895739682883 40.80955146428559)))","","","","","","","",40,29,"Active",10454
"302","X252-GT001",118,"true",0,3150,210,"true","false","false","false",NA,"false","false","false","true","true","true","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",86,"X",206,15,15,"Cook Community Farm","DPR","MULTIPOLYGON (((-73.89407901297862 40.85231796334801, -73.89363991099331 40.852788518436896, -73.8938916970133 40.852920824541236, -73.89432711634099 40.852453647380216, -73.89407901297862 40.85231796334801)))","","","","","","","",48,32,"Active",10457
"303","X252-GT002",192,"true",216,1410,160,"false","false","false","false",NA,"false","false","false","true","true","true","false","true","true","true","false","false","false","true","false","false","","false","false","false","false","false","false","false",86,"X",206,15,15,"Farm in the Bronx","DPR","MULTIPOLYGON (((-73.89415619412202 40.85374822327169, -73.89424020174981 40.85360534724846, -73.89379482737799 40.853365618897406, -73.89368590039986 40.853495598210756, -73.89415619412202 40.85374822327169)))","","","1 p.m. to 6 p.m.","1 p.m. to 6 p.m.","","","",48,32,"Active",10457
